week_start_date,site_id,permanent_headcount,part_time_headcount,agency_headcount,turnover_events,absence_rate_pct,vacancy_count,training_hours
2024-01-15,8,69,21,9,1,9.31,5,52
2024-01-22,8,73,23,10,0,9.32,4,51
2024-01-29,8,72,18,7,0,9.62,6,36
2024-02-05,8,67,15,7,0,8.82,6,31
2024-02-12,8,70,24,11,1,10.32,5,38
2024-02-19,8,74,16,10,1,7.86,3,31
2024-02-26,8,69,17,7,1,7.86,5,23
2024-03-04,8,68,22,7,1,6.29,5,40
2024-03-11,8,70,21,8,0,7.33,8,43
2024-03-18,8,69,23,11,1,6.57,5,48
2024-03-25,8,73,17,7,0,5.1,5,41
2024-04-01,8,67,20,9,0,7.8,6,22
2024-04-08,8,69,15,9,0,5.36,5,33
2024-04-15,8,70,21,11,0,7.53,5,34
2024-04-22,8,70,18,10,0,7.05,5,35
2024-04-29,8,72,21,12,0,10.09,4,42
2024-05-06,8,71,20,6,2,7.9,6,36
2024-05-13,8,72,22,9,0,8.01,7,57
2024-05-20,8,71,15,10,0,6.71,6,25
2024-05-27,8,69,20,11,0,10.25,5,31
2024-06-03,8,68,16,6,0,10.21,7,33
2024-06-10,8,69,22,6,0,9.51,5,42
2024-06-17,8,67,15,5,0,7.1,4,39
2024-06-24,8,70,22,10,1,8.62,5,24
2024-07-01,8,70,20,11,1,9.37,6,42
2024-07-08,8,68,21,9,0,6.64,8,51
2024-07-15,8,72,23,6,1,4.57,4,22
2024-07-22,8,72,17,7,0,8.93,6,40
2024-07-29,8,70,17,8,2,6.25,5,33
2024-08-05,8,67,19,11,0,6.12,4,21
2024-08-12,8,72,14,9,1,8.88,6,42
2024-08-19,8,68,15,6,0,8.81,3,24
2024-08-26,8,69,17,7,0,8.04,3,23
2024-09-02,8,70,23,12,1,8.36,5,38
2024-09-09,8,71,22,10,0,6.77,9,49
2024-09-16,8,64,19,10,0,5.64,6,29
2024-09-23,8,67,20,7,1,6.82,6,22
2024-09-30,8,69,20,7,0,6.05,5,38
2024-10-07,8,69,16,10,1,6.24,5,50
2024-10-14,8,68,23,8,1,6.27,6,29
2024-10-21,8,68,16,8,0,8.99,4,21
2024-10-28,8,70,18,5,1,7.54,8,37
2024-11-04,8,69,18,7,0,6.2,6,22
2024-11-11,8,70,20,7,1,8.29,8,33
2024-11-18,8,67,21,5,1,7.47,4,23
2024-11-25,8,72,18,11,0,7.5,5,49
2024-12-02,8,70,22,8,0,8.26,6,30
2024-12-09,8,66,19,7,0,11.38,5,33
2024-12-16,8,69,13,5,1,9.11,6,52
2024-12-23,8,68,18,7,0,6.62,5,29
2024-12-30,8,70,14,8,0,9.93,6,47
2025-01-06,8,69,18,8,0,9.83,7,47
2025-01-13,8,71,18,6,0,10.29,6,44
2025-01-20,8,69,14,11,0,8.05,7,21
2025-01-27,8,70,16,7,1,8.73,4,53
2025-02-03,8,68,22,12,0,7.99,6,28
2025-02-10,8,70,24,8,1,10.09,6,24
2025-02-17,8,69,19,7,0,11.0,5,35
2025-02-24,8,71,24,11,0,8.01,5,47
2025-03-03,8,71,17,8,2,7.14,7,54
2025-03-10,8,73,15,6,0,6.48,6,22
2025-03-17,8,70,16,10,0,5.84,4,32
2025-03-24,8,71,23,8,1,4.57,4,28
2025-03-31,8,69,23,12,0,6.18,6,31
2025-04-07,8,71,22,8,0,5.73,5,51
2025-04-14,8,70,19,10,0,7.02,7,39
2025-04-21,8,70,18,9,0,7.53,7,25
2025-04-28,8,69,24,11,0,5.79,9,22
2025-05-05,8,69,18,9,0,7.63,4,30
2025-05-12,8,70,21,7,0,10.14,6,31
2025-05-19,8,69,17,10,1,6.6,5,43
2025-05-26,8,72,19,6,0,8.46,6,45
2025-06-02,8,67,20,11,0,7.88,7,40
2025-06-09,8,71,21,12,1,5.57,4,48
2025-06-16,8,72,18,7,0,8.83,6,55
2025-06-23,8,69,19,8,0,8.36,7,36
2025-06-30,8,67,16,6,0,5.66,7,52
2024-01-01,9,28,9,0,1,5.34,0,12
2024-01-08,9,27,9,0,0,6.33,0,16
2024-01-15,9,27,7,0,0,6.38,1,11
2024-01-22,9,26,8,0,0,6.21,1,9
2024-01-29,9,24,7,0,0,5.09,0,12
2024-02-05,9,29,9,0,0,4.84,1,22
2024-02-12,9,28,5,0,0,5.82,1,12
2024-02-19,9,27,8,0,0,6.47,1,8
2024-02-26,9,29,6,0,0,4.59,1,21
2024-03-04,9,27,8,0,0,4.11,1,19
2024-03-11,9,26,6,0,0,4.9,1,17
2024-03-18,9,26,9,1,0,4.94,0,19
2024-03-25,9,34,11,0,0,3.81,1,10
2024-04-01,9,25,5,0,0,3.58,1,12
2024-04-08,9,26,8,0,0,4.29,0,11
2024-04-15,9,30,7,0,0,3.9,1,11
2024-04-22,9,23,4,0,0,3.67,0,12
2024-04-29,9,27,6,0,0,3.22,1,17
2024-05-06,9,28,9,0,0,4.82,1,20
2024-05-13,9,27,6,0,0,4.49,1,12
2024-05-20,9,27,7,0,0,3.05,1,13
2024-05-27,9,29,8,0,0,4.04,1,13
2024-06-03,9,27,7,0,0,4.66,1,13
2024-06-10,9,29,8,0,0,3.61,1,21
2024-06-17,9,28,7,0,0,3.2,1,14
2024-06-24,9,30,7,1,0,3.22,1,17
2024-07-01,9,27,9,0,0,3.57,1,13
2024-07-08,9,28,9,0,0,3.73,0,9
2024-07-15,9,26,8,0,1,4.03,1,13
2024-07-22,9,26,8,0,0,4.38,0,20
2024-07-29,9,29,6,0,0,3.25,1,23
2024-08-05,9,28,5,0,0,3.4,1,21
2024-08-12,9,30,9,0,0,3.71,1,20
2024-08-19,9,28,8,0,0,2.71,1,11
2024-08-26,9,29,8,0,0,4.49,0,12
2024-09-02,9,31,7,0,1,3.17,1,17
2024-09-09,9,27,6,0,0,4.32,1,15
2024-09-16,9,29,9,0,0,4.0,1,22
2024-09-23,9,27,5,0,0,4.45,1,20
2024-09-30,9,32,6,0,0,4.76,1,10
2024-10-07,9,26,5,0,0,4.69,1,10
2024-10-14,9,27,5,0,0,4.64,0,8
2024-10-21,9,24,5,0,0,4.62,0,18
2024-10-28,9,22,5,0,0,4.07,0,13
2024-11-04,9,27,8,0,0,4.52,0,18
2024-11-11,9,26,6,0,0,3.92,1,11
2024-11-18,9,24,5,0,1,3.73,0,16
2024-11-25,9,28,9,0,0,3.36,0,11
2024-12-02,9,26,8,0,0,4.79,1,12
2024-12-09,9,30,6,1,0,4.84,1,18
2024-12-16,9,26,5,0,0,4.98,0,19
2024-12-23,9,28,6,0,0,5.79,1,14
2024-12-30,9,28,7,0,0,5.25,1,14
2025-01-06,9,26,7,0,0,5.49,0,18
2025-01-13,9,29,6,0,0,6.36,1,18
2025-01-20,9,25,7,0,1,5.14,0,18
2025-01-27,9,28,5,1,0,5.76,1,15
2025-02-03,9,28,5,1,0,5.0,0,15
2025-02-10,9,29,6,0,0,5.71,0,13
2025-02-17,9,27,5,0,0,4.78,1,16
2025-02-24,9,29,5,0,0,4.8,1,15
2025-03-03,9,29,8,0,0,4.67,1,22
2025-03-10,9,24,7,0,0,3.6,0,15
2025-03-17,9,30,8,1,0,3.94,1,23
2025-03-24,9,30,8,0,0,3.55,1,18
2025-03-31,9,29,7,0,0,3.92,1,15
2025-04-07,9,28,6,0,0,3.25,1,9
2025-04-14,9,31,9,0,0,3.21,1,24
2025-04-21,9,27,6,0,0,4.62,1,16
2025-04-28,9,31,9,0,0,4.3,1,11
2025-05-05,9,30,7,0,0,3.44,1,21
2025-05-12,9,29,7,0,0,3.83,1,16
2025-05-19,9,28,6,0,0,4.36,0,12
2025-05-26,9,22,7,0,0,3.38,1,9
2025-06-02,9,33,11,0,1,4.73,1,21
2025-06-09,9,32,7,0,0,4.25,1,24
2025-06-16,9,25,5,0,0,3.69,1,16
2025-06-23,9,28,7,0,0,3.76,1,10
2025-06-30,9,25,5,0,0,3.97,0,11
2024-01-01,10,29,9,2,1,4.91,1,11
2024-01-08,10,28,7,2,0,4.93,1,17
2024-01-15,10,30,8,3,0,5.54,0,21
2024-01-22,10,30,6,3,0,4.01,1,23
2024-01-29,10,30,9,2,1,5.92,1,18
2024-02-05,10,27,6,1,0,5.23,0,20
2024-02-12,10,29,8,2,0,4.86,1,13
2024-02-19,10,26,6,1,0,4.39,0,17
2024-02-26,10,31,7,2,0,4.75,1,17
2024-03-04,10,29,7,2,0,2.88,0,22
2024-03-11,10,30,8,2,1,3.13,1,16
2024-03-18,10,31,10,1,0,3.4,1,10
2024-03-25,10,30,7,2,0,4.7,1,21
2024-04-01,10,29,7,3,0,4.03,1,10
2024-04-08,10,27,8,1,0,4.12,1,21
2024-04-15,10,30,6,3,0,3.88,1,18
2024-04-22,10,28,8,2,0,5.06,0,16
2024-04-29,10,31,10,3,0,3.5,1,22
2024-05-06,10,32,10,2,0,2.31,1,15
2024-05-13,10,28,8,1,0,2.47,1,20
2024-05-20,10,30,8,2,1,3.54,1,14
2024-05-27,10,26,8,1,0,2.22,1,8
2024-06-03,10,29,6,2,0,3.37,1,19
2024-06-10,10,28,7,2,0,5.04,0,13
2024-06-17,10,30,8,2,0,4.56,1,10
2024-06-24,10,30,9,2,0,3.45,0,18
2024-07-01,10,30,6,2,0,1.9,1,23
2024-07-08,10,28,9,3,0,2.8,1,14
2024-07-15,10,26,5,2,0,3.05,0,15
2024-07-22,10,29,7,1,0,3.89,1,19
2024-07-29,10,28,5,1,0,1.89,1,11
2024-08-05,10,27,6,2,0,3.61,1,16
2024-08-12,10,31,7,2,0,2.87,1,9
2024-08-19,10,29,6,1,0,2.88,1,10
2024-08-26,10,27,7,1,1,2.02,0,20
2024-09-02,10,31,10,2,0,3.2,1,12
2024-09-09,10,30,8,2,0,4.51,1,15
2024-09-16,10,27,5,2,0,3.51,1,14
2024-09-23,10,27,6,1,0,4.23,1,10
2024-09-30,10,29,6,3,0,4.8,1,9
2024-10-07,10,29,6,1,0,4.99,1,10
2024-10-14,10,27,7,2,0,3.9,1,16
2024-10-21,10,29,6,1,0,4.33,1,21
2024-10-28,10,27,8,1,1,3.95,1,16
2024-11-04,10,28,7,2,0,3.47,0,15
2024-11-11,10,28,9,2,0,4.38,1,16
2024-11-18,10,29,6,3,0,3.66,0,22
2024-11-25,10,33,8,2,0,3.88,1,11
2024-12-02,10,29,8,2,0,4.59,1,16
2024-12-09,10,30,6,3,0,4.03,1,23
2024-12-16,10,25,5,2,0,6.65,1,14
2024-12-23,10,33,10,2,1,4.43,1,26
2024-12-30,10,31,7,2,0,4.74,1,13
2025-01-06,10,31,9,2,0,5.74,1,23
2025-01-13,10,32,9,1,0,5.69,1,23
2025-01-20,10,27,7,1,0,5.44,1,19
2025-01-27,10,30,6,1,0,4.5,1,14
2025-02-03,10,30,8,2,0,3.55,1,17
2025-02-10,10,29,7,3,0,4.29,1,16
2025-02-17,10,30,8,1,0,5.84,1,19
2025-02-24,10,27,8,2,0,5.54,1,18
2025-03-03,10,28,6,1,0,3.71,1,13
2025-03-10,10,25,7,2,0,4.69,1,14
2025-03-17,10,29,6,2,0,3.06,1,16
2025-03-24,10,27,7,3,1,4.95,1,12
2025-03-31,10,29,7,3,1,2.48,1,18
2025-04-07,10,28,6,2,1,3.68,1,11
2025-04-14,10,28,9,2,0,3.64,0,11
2025-04-21,10,27,5,1,1,4.44,0,8
2025-04-28,10,28,7,2,0,3.24,1,17
2025-05-05,10,27,5,2,0,1.98,1,21
2025-05-12,10,28,7,2,0,2.98,1,20
2025-05-19,10,29,7,2,0,3.43,1,17
2025-05-26,10,28,7,2,0,4.36,0,12
2025-06-02,10,25,8,1,0,3.27,1,18
2025-06-09,10,28,8,1,2,3.63,1,8
2025-06-16,10,29,6,2,0,3.15,1,19
2025-06-23,10,30,6,2,0,4.16,1,18
2025-06-30,10,31,9,2,0,3.54,1,17
2024-01-01,11,38,13,3,1,9.2,2,23
2024-01-08,11,37,11,3,0,8.61,2,15
2024-01-15,11,34,8,4,0,9.67,2,10
2024-01-22,11,34,8,5,0,8.14,3,23
2024-01-29,11,38,11,6,0,9.06,3,11
2024-02-05,11,35,9,3,0,11.15,3,19
2024-02-12,11,37,8,4,0,9.28,4,26
2024-02-19,11,38,11,3,0,11.67,2,19
2024-02-26,11,36,10,3,0,10.14,3,26
2024-03-04,11,39,9,3,1,9.12,3,14
2024-03-11,11,36,7,6,0,7.45,3,13
2024-03-18,11,39,11,3,0,8.48,5,24
2024-03-25,11,38,11,4,0,8.32,1,27
2024-04-01,11,39,8,4,1,6.52,4,30
2024-04-08,11,36,9,3,0,9.57,1,27
2024-04-15,11,35,11,3,0,8.56,3,12
2024-04-22,11,34,7,6,0,8.04,4,10
2024-04-29,11,37,9,6,0,7.74,3,13
2024-05-06,11,34,7,4,0,6.31,3,13
2024-05-13,11,40,8,3,1,6.41,2,25
2024-05-20,11,41,8,7,0,8.79,2,19
2024-05-27,11,39,9,5,1,7.54,2,28
2024-06-03,11,39,9,6,1,6.45,3,25
2024-06-10,11,37,9,6,0,7.3,2,29
2024-06-17,11,39,8,5,0,6.63,2,23
2024-06-24,11,39,8,5,0,6.49,5,15
2024-07-01,11,37,9,4,1,7.95,2,11
2024-07-08,11,39,13,5,0,7.39,3,19
2024-07-15,11,39,8,6,0,5.86,2,28
2024-07-22,11,37,8,5,0,8.53,2,17
2024-07-29,11,38,9,5,0,6.21,4,23
2024-08-05,11,38,10,4,0,8.5,4,29
2024-08-12,11,39,12,6,0,6.23,2,17
2024-08-19,11,39,9,6,0,7.05,3,18
2024-08-26,11,40,12,7,0,7.41,3,31
2024-09-02,11,35,9,4,0,8.18,3,16
2024-09-09,11,39,11,5,1,9.37,2,24
2024-09-16,11,37,10,3,0,5.95,4,26
2024-09-23,11,39,11,3,0,8.24,3,16
2024-09-30,11,36,9,4,1,6.66,4,27
2024-10-07,11,37,9,3,0,7.94,2,16
2024-10-14,11,39,13,3,0,7.22,2,12
2024-10-21,11,39,9,4,1,7.69,4,12
2024-10-28,11,36,9,4,0,8.7,2,11
2024-11-04,11,35,9,5,0,6.54,2,18
2024-11-11,11,39,12,3,0,6.29,2,15
2024-11-18,11,36,7,3,0,7.88,3,24
2024-11-25,11,40,8,4,0,5.77,2,27
2024-12-02,11,35,9,3,0,6.86,4,25
2024-12-09,11,38,9,5,1,8.0,3,12
2024-12-16,11,38,12,5,0,7.72,2,18
2024-12-23,11,34,10,4,0,8.49,3,13
2024-12-30,11,35,10,3,0,9.72,2,27
2025-01-06,11,37,10,6,0,7.67,2,24
2025-01-13,11,32,9,3,1,10.2,3,11
2025-01-20,11,37,9,4,0,9.2,2,17
2025-01-27,11,40,9,4,1,8.26,3,18
2025-02-03,11,34,7,5,0,10.12,2,24
2025-02-10,11,38,9,3,0,8.36,3,23
2025-02-17,11,38,12,4,0,11.46,4,13
2025-02-24,11,37,7,3,0,10.12,4,11
2025-03-03,11,37,9,3,0,8.22,3,21
2025-03-10,11,36,7,6,0,8.62,2,16
2025-03-17,11,37,12,4,0,9.07,3,17
2025-03-24,11,38,13,5,0,7.79,4,16
2025-03-31,11,38,11,4,1,6.56,3,27
2025-04-07,11,34,9,3,1,7.09,4,25
2025-04-14,11,39,11,5,0,9.55,2,28
2025-04-21,11,37,9,4,0,8.89,4,23
2025-04-28,11,37,9,4,1,5.19,3,15
2025-05-05,11,34,9,2,0,5.99,3,16
2025-05-12,11,38,9,5,0,9.14,3,19
2025-05-19,11,41,13,6,0,9.01,3,22
2025-05-26,11,37,10,3,0,5.66,2,13
2025-06-02,11,37,7,3,0,6.4,5,24
2025-06-09,11,41,14,5,1,8.72,2,16
2025-06-16,11,39,12,5,0,8.87,3,22
2025-06-23,11,37,8,6,0,8.99,3,27
2025-06-30,11,33,8,4,0,8.35,3,23
2024-01-01,12,10,2,0,0,5.78,0,4
2024-01-08,12,13,4,0,0,5.57,0,9
2024-01-15,12,11,3,0,1,4.59,0,4
2024-01-22,12,9,2,0,0,5.03,0,5
2024-01-29,12,13,3,0,0,5.36,0,9
2024-02-05,12,13,3,0,0,5.12,0,9
2024-02-12,12,11,2,0,0,4.52,0,3
2024-02-19,12,14,3,0,0,5.71,0,5
2024-02-26,12,11,3,0,0,4.92,0,3
2024-03-04,12,10,3,0,0,3.04,0,5
2024-03-11,12,10,2,0,0,3.49,0,3
2024-03-18,12,7,1,0,0,3.66,0,2
2024-03-25,12,9,3,0,0,4.54,0,5
2024-04-01,12,9,2,0,0,3.7,0,4
2024-04-08,12,11,3,0,0,4.8,0,5
2024-04-15,12,14,2,0,0,4.71,0,7
2024-04-22,12,10,2,0,0,3.18,0,7
2024-04-29,12,14,3,0,0,3.6,0,7
2024-05-06,12,8,2,0,0,3.2,0,4
2024-05-13,12,13,3,0,0,3.36,0,7
2024-05-20,12,14,3,0,0,4.01,0,5
2024-05-27,12,7,2,0,0,3.93,0,2
2024-06-03,12,8,1,0,0,4.45,0,2
2024-06-10,12,14,3,0,0,3.73,0,4
2024-06-17,12,10,3,0,0,4.9,0,5
2024-06-24,12,8,1,0,0,4.53,0,3
2024-07-01,12,12,2,0,0,3.58,0,3
2024-07-08,12,8,2,0,0,3.34,0,4
2024-07-15,12,13,3,0,0,3.57,0,8
2024-07-22,12,9,1,0,0,4.09,0,4
2024-07-29,12,10,2,0,0,2.88,0,3
2024-08-05,12,12,3,0,0,4.01,0,6
2024-08-12,12,12,3,0,0,4.41,0,9
2024-08-19,12,10,2,0,0,2.7,0,7
2024-08-26,12,10,2,0,0,3.53,0,6
2024-09-02,12,10,3,0,0,3.96,0,4
2024-09-09,12,11,3,0,0,3.58,0,3
2024-09-16,12,10,2,0,0,3.82,0,4
2024-09-23,12,12,2,0,0,4.89,0,6
2024-09-30,12,8,2,0,0,4.78,0,6
2024-10-07,12,9,3,0,0,4.82,0,6
2024-10-14,12,11,3,0,0,3.12,0,6
2024-10-21,12,9,2,0,0,4.29,0,4
2024-10-28,12,9,2,0,0,3.83,0,6
2024-11-04,12,13,3,0,0,3.2,0,6
2024-11-11,12,12,3,0,0,4.59,0,9
2024-11-18,12,13,3,0,0,3.93,0,8
2024-11-25,12,7,1,0,0,4.7,0,3
2024-12-02,12,10,2,0,0,5.97,0,3
2024-12-09,12,14,3,0,0,5.03,0,5
2024-12-16,12,11,2,0,0,4.8,0,6
2024-12-23,12,13,3,0,0,5.65,0,9
2024-12-30,12,12,2,0,0,5.04,0,6
2025-01-06,12,12,4,0,0,4.62,0,8
2025-01-13,12,10,2,0,0,6.29,0,5
2025-01-20,12,10,2,0,0,5.79,0,7
2025-01-27,12,7,1,0,0,6.46,0,2
2025-02-03,12,11,3,0,0,5.35,0,6
2025-02-10,12,10,2,0,0,4.76,0,7
2025-02-17,12,10,3,0,0,6.28,0,4
2025-02-24,12,13,3,0,0,4.82,0,5
2025-03-03,12,9,2,0,0,4.84,0,5
2025-03-10,12,7,1,0,0,3.29,0,3
2025-03-17,12,9,2,0,0,3.42,0,4
2025-03-24,12,13,3,0,0,4.12,0,8
2025-03-31,12,9,1,0,0,3.47,0,4
2025-04-07,12,11,3,0,0,4.05,0,6
2025-04-14,12,10,2,0,0,3.02,0,7
2025-04-21,12,11,3,0,1,4.44,0,7
2025-04-28,12,7,1,0,0,3.46,0,3
2025-05-05,12,13,4,0,0,3.18,0,5
2025-05-12,12,12,3,0,1,4.83,0,8
2025-05-19,12,13,2,0,0,3.67,0,7
2025-05-26,12,11,2,0,0,3.86,0,5
2025-06-02,12,9,2,0,0,4.81,0,7
2025-06-09,12,9,2,0,0,4.71,0,2
2025-06-16,12,10,2,0,0,4.54,0,7
2025-06-23,12,8,2,0,0,4.87,0,5
2025-06-30,12,10,2,0,0,4.68,0,3
2024-01-01,13,29,7,0,0,4.93,1,11
2024-01-08,13,22,6,0,0,6.36,0,14
2024-01-15,13,22,5,0,0,4.61,0,8
2024-01-22,13,24,6,0,0,6.35,0,9
2024-01-29,13,23,6,0,0,5.81,0,13
2024-02-05,13,24,7,0,0,5.79,0,13
2024-02-12,13,24,6,0,0,5.41,0,13
2024-02-19,13,25,6,0,0,5.13,1,19
2024-02-26,13,25,8,0,0,5.32,1,9
2024-03-04,13,26,8,0,0,3.95,0,7
2024-03-11,13,25,6,0,0,4.46,1,11
2024-03-18,13,25,7,0,0,4.29,1,16
2024-03-25,13,27,8,0,0,3.73,1,14
2024-04-01,13,29,6,0,0,3.98,1,19
2024-04-08,13,23,5,0,0,4.77,1,11
2024-04-15,13,24,6,0,0,3.9,0,15
2024-04-22,13,24,7,0,0,3.32,0,7
2024-04-29,13,24,6,0,0,4.46,1,9
2024-05-06,13,26,7,0,0,3.97,0,16
2024-05-13,13,25,6,0,0,4.24,1,10
2024-05-20,13,24,8,0,0,4.49,1,18
2024-05-27,13,27,6,0,0,3.45,1,12
2024-06-03,13,24,8,0,0,4.11,0,14
2024-06-10,13,22,7,0,0,4.35,0,17
2024-06-17,13,28,6,0,0,4.0,0,16
2024-06-24,13,25,6,0,0,3.15,1,9
2024-07-01,13,27,9,0,0,3.16,0,18
2024-07-08,13,23,5,0,0,3.69,1,14
2024-07-15,13,27,7,0,0,4.48,1,16
2024-07-22,13,25,8,0,1,4.44,1,7
2024-07-29,13,27,5,0,0,4.36,0,17
2024-08-05,13,29,8,1,0,3.84,1,9
2024-08-12,13,25,7,0,0,2.55,0,9
2024-08-19,13,23,7,0,0,2.63,0,8
2024-08-26,13,26,5,0,0,3.18,1,10
2024-09-02,13,27,5,0,0,3.44,1,10
2024-09-09,13,26,6,1,0,4.99,0,10
2024-09-16,13,27,6,0,0,3.71,1,19
2024-09-23,13,24,4,0,0,4.24,0,9
2024-09-30,13,28,8,0,0,4.08,1,21
2024-10-07,13,22,6,0,0,3.8,0,15
2024-10-14,13,24,7,0,0,3.3,1,11
2024-10-21,13,25,5,0,0,4.47,1,18
2024-10-28,13,24,6,0,0,3.97,0,7
2024-11-04,13,22,5,0,0,3.17,0,7
2024-11-11,13,24,7,0,0,4.07,1,12
2024-11-18,13,27,7,0,0,3.45,0,12
2024-11-25,13,26,6,0,0,4.15,1,18
2024-12-02,13,21,5,0,0,5.34,0,15
2024-12-09,13,25,7,0,0,5.2,1,13
2024-12-16,13,27,7,1,0,5.79,1,11
2024-12-23,13,27,7,0,0,4.59,1,15
2024-12-30,13,25,5,0,0,5.43,0,11
2025-01-06,13,21,6,0,0,5.58,0,14
2025-01-13,13,25,8,0,0,5.75,0,8
2025-01-20,13,24,6,0,0,4.64,0,18
2025-01-27,13,28,5,0,0,5.56,1,20
2025-02-03,13,24,4,0,0,6.44,0,11
2025-02-10,13,27,5,0,0,5.96,1,11
2025-02-17,13,26,8,0,0,5.41,1,10
2025-02-24,13,29,6,0,0,6.2,1,13
2025-03-03,13,25,5,0,0,4.34,0,18
2025-03-10,13,23,4,0,0,4.13,1,12
2025-03-17,13,26,5,0,0,3.95,0,19
2025-03-24,13,25,8,0,0,3.25,1,8
2025-03-31,13,21,6,0,0,4.15,0,10
2025-04-07,13,27,7,0,0,4.92,0,12
2025-04-14,13,25,5,0,0,4.08,0,19
2025-04-21,13,25,6,0,0,3.78,0,12
2025-04-28,13,24,6,0,0,4.25,1,13
2025-05-05,13,23,7,0,0,4.28,1,9
2025-05-12,13,27,7,0,0,4.53,1,11
2025-05-19,13,21,6,0,0,3.36,0,16
2025-05-26,13,27,9,0,0,3.85,0,11
2025-06-02,13,26,6,0,0,3.87,1,8
2025-06-09,13,25,6,0,0,3.34,0,11
2025-06-16,13,23,5,0,0,4.28,1,8
2025-06-23,13,22,5,0,0,4.81,0,16
2025-06-30,13,26,7,0,0,3.9,1,10
2024-01-01,14,70,22,8,0,6.82,9,42
2024-01-08,14,73,23,8,0,10.38,5,44
2024-01-15,14,70,18,7,1,9.62,7,26
2024-01-22,14,74,25,10,0,6.09,4,50
2024-01-29,14,67,23,10,0,7.0,8,41
2024-02-05,14,67,14,7,0,8.82,5,35
2024-02-12,14,70,16,10,0,9.63,7,24
2024-02-19,14,73,22,11,0,7.82,5,32
2024-02-26,14,73,18,11,0,8.53,8,32
2024-03-04,14,67,13,7,0,5.4,6,24
2024-03-11,14,70,24,9,2,8.8,6,34
2024-03-18,14,73,24,11,1,8.52,6,48
2024-03-25,14,71,20,8,0,8.18,5,37
2024-04-01,14,70,23,11,0,7.48,4,26
2024-04-08,14,71,16,11,1,7.28,6,29
2024-04-15,14,68,18,9,0,5.72,6,46
2024-04-22,14,72,19,8,1,6.49,7,27
2024-04-29,14,71,24,11,0,9.41,5,30
2024-05-06,14,70,22,10,0,7.16,3,51
2024-05-13,14,70,24,12,1,8.71,5,37
2024-05-20,14,67,19,6,1,7.52,6,28
2024-05-27,14,72,22,9,1,6.64,4,52
2024-06-03,14,70,20,8,0,7.3,5,29
2024-06-10,14,67,21,10,1,6.59,8,23
2024-06-17,14,72,18,6,0,6.56,7,35
2024-06-24,14,70,18,8,1,6.2,6,29
2024-07-01,14,69,18,6,0,5.61,7,48
2024-07-08,14,70,20,12,1,6.11,5,43
2024-07-15,14,71,24,7,1,6.3,6,38
2024-07-22,14,74,16,10,0,8.05,7,48
2024-07-29,14,71,17,11,2,7.81,5,22
2024-08-05,14,73,22,12,1,7.16,8,26
2024-08-12,14,69,17,11,0,6.87,4,29
2024-08-19,14,69,15,5,0,6.94,4,23
2024-08-26,14,73,20,8,0,5.92,4,57
2024-09-02,14,73,23,11,0,8.17,8,40
2024-09-09,14,72,25,9,0,7.31,5,47
2024-09-16,14,73,15,6,0,6.79,6,52
2024-09-23,14,67,14,9,0,8.27,8,50
2024-09-30,14,71,20,8,0,5.43,7,36
2024-10-07,14,71,16,8,0,7.68,9,21
2024-10-14,14,71,15,11,0,7.18,4,34
2024-10-21,14,68,17,11,0,6.26,5,28
2024-10-28,14,70,22,11,0,8.13,7,31
2024-11-04,14,72,20,9,0,8.13,5,48
2024-11-11,14,71,19,10,0,6.4,9,26
2024-11-18,14,70,18,7,0,8.85,5,44
2024-11-25,14,71,23,9,1,8.08,4,48
2024-12-02,14,73,22,12,2,11.23,6,27
2024-12-09,14,68,16,7,0,10.03,4,33
2024-12-16,14,67,20,9,0,8.42,4,33
2024-12-23,14,69,14,10,1,10.85,6,22
2024-12-30,14,71,16,12,1,8.97,5,23
2025-01-06,14,72,20,11,0,7.9,9,39
2025-01-13,14,71,15,10,0,7.98,5,38
2025-01-20,14,73,16,7,0,11.88,7,28
2025-01-27,14,71,18,10,1,8.88,6,24
2025-02-03,14,71,21,8,0,7.24,7,27
2025-02-10,14,72,19,7,1,7.8,5,22
2025-02-17,14,70,22,8,1,8.95,6,39
2025-02-24,14,72,18,9,0,9.57,8,37
2025-03-03,14,68,17,7,0,8.19,6,50
2025-03-10,14,72,19,7,1,8.89,8,43
2025-03-17,14,71,19,11,3,5.3,8,34
2025-03-24,14,71,24,9,0,6.95,8,25
2025-03-31,14,74,25,7,0,8.06,6,53
2025-04-07,14,70,15,10,1,7.38,7,25
2025-04-14,14,68,18,10,0,7.14,6,27
2025-04-21,14,71,22,6,0,8.3,5,22
2025-04-28,14,68,23,10,0,5.65,7,43
2025-05-05,14,70,15,8,1,6.95,4,35
2025-05-12,14,68,23,9,1,8.29,5,43
2025-05-19,14,72,19,11,0,4.75,5,36
2025-05-26,14,72,16,6,0,8.56,5,42
2025-06-02,14,74,18,6,0,8.67,4,28
2025-06-09,14,71,19,10,0,7.46,6,27
2025-06-16,14,70,24,6,0,6.8,5,31
2025-06-23,14,71,17,8,2,6.69,5,32
2025-06-30,14,71,18,11,0,9.41,5,45
2024-01-01,15,46,14,3,2,3.83,1,27
2024-01-08,15,54,12,6,0,4.86,2,32
2024-01-15,15,48,11,4,0,5.23,2,19
2024-01-22,15,49,16,4,0,5.67,1,29
2024-01-29,15,50,12,5,0,6.25,1,34
2024-02-05,15,50,15,3,0,6.43,2,38
