site_id,week_start_date,shift_type,scheduled_hours,actual_hours,agency_hours,overtime_hours,demand_volume,service_level_score
5,2025-01-06,Morning,298,285,0,0,270,0.94
5,2025-01-06,Afternoon,295,298,0,0,360,0.955
5,2025-01-06,Evening,177,194,22,0,180,0.901
5,2025-01-06,Weekend,133,145,15,4,315,0.813
5,2025-01-13,Morning,295,285,0,0,270,0.949
5,2025-01-13,Afternoon,305,305,0,0,360,0.94
5,2025-01-13,Evening,172,208,37,0,180,0.907
5,2025-01-13,Weekend,149,182,30,5,315,0.821
5,2025-01-20,Morning,294,306,8,0,270,0.912
5,2025-01-20,Afternoon,319,311,0,0,360,0.934
5,2025-01-20,Evening,193,213,24,0,180,0.876
5,2025-01-20,Weekend,138,168,26,8,315,0.846
5,2025-01-27,Morning,297,301,0,0,270,0.957
5,2025-01-27,Afternoon,305,303,0,0,360,0.934
5,2025-01-27,Evening,172,195,28,0,180,0.864
5,2025-01-27,Weekend,134,163,28,8,315,0.825
5,2025-02-03,Morning,289,275,0,0,270,0.959
5,2025-02-03,Afternoon,338,335,0,0,360,0.956
5,2025-02-03,Evening,181,209,32,0,180,0.87
5,2025-02-03,Weekend,149,169,16,13,315,0.836
5,2025-02-10,Morning,278,278,0,0,270,0.923
5,2025-02-10,Afternoon,319,316,0,0,360,0.944
5,2025-02-10,Evening,183,195,18,0,180,0.884
5,2025-02-10,Weekend,136,149,15,4,315,0.835
5,2025-02-17,Morning,264,267,0,0,270,0.943
5,2025-02-17,Afternoon,299,304,0,0,360,0.916
5,2025-02-17,Evening,169,185,24,0,180,0.899
5,2025-02-17,Weekend,135,154,14,13,315,0.808
5,2025-02-24,Morning,258,263,12,0,270,0.928
5,2025-02-24,Afternoon,329,332,0,0,360,0.904
5,2025-02-24,Evening,189,218,32,0,180,0.869
5,2025-02-24,Weekend,136,167,23,9,315,0.807
5,2025-03-03,Morning,259,263,0,0,270,0.921
5,2025-03-03,Afternoon,320,325,0,0,360,0.942
5,2025-03-03,Evening,169,193,21,0,180,0.886
5,2025-03-03,Weekend,140,159,19,4,315,0.805
5,2025-03-10,Morning,297,299,0,0,270,0.948
5,2025-03-10,Afternoon,310,310,0,0,360,0.936
5,2025-03-10,Evening,192,208,25,0,180,0.901
5,2025-03-10,Weekend,143,158,15,6,315,0.81
5,2025-03-17,Morning,301,289,0,0,270,0.91
5,2025-03-17,Afternoon,335,339,0,0,360,0.933
5,2025-03-17,Evening,174,199,26,0,180,0.864
5,2025-03-17,Weekend,143,175,27,10,315,0.858
5,2025-03-24,Morning,281,282,0,0,270,0.932
5,2025-03-24,Afternoon,318,319,0,0,360,0.939
5,2025-03-24,Evening,193,211,28,0,180,0.862
5,2025-03-24,Weekend,143,170,16,12,315,0.849
5,2025-03-31,Morning,299,318,16,0,270,0.949
5,2025-03-31,Afternoon,304,304,0,0,360,0.956
5,2025-03-31,Evening,165,192,25,0,180,0.896
5,2025-03-31,Weekend,135,159,25,6,315,0.854
5,2025-04-07,Morning,261,265,0,0,270,0.902
5,2025-04-07,Afternoon,331,317,0,0,360,0.946
5,2025-04-07,Evening,167,191,23,0,180,0.918
5,2025-04-07,Weekend,138,161,16,10,315,0.844
5,2025-04-14,Morning,272,262,0,0,270,0.907
5,2025-04-14,Afternoon,300,301,0,0,360,0.943
5,2025-04-14,Evening,175,186,17,0,180,0.867
5,2025-04-14,Weekend,147,169,16,12,315,0.817
5,2025-04-21,Morning,279,281,0,0,270,0.956
5,2025-04-21,Afternoon,320,308,0,0,360,0.91
5,2025-04-21,Evening,175,203,33,0,180,0.876
5,2025-04-21,Weekend,139,158,20,7,315,0.802
5,2025-04-28,Morning,268,256,0,0,270,0.95
5,2025-04-28,Afternoon,318,306,0,0,360,0.959
5,2025-04-28,Evening,171,208,36,0,180,0.879
5,2025-04-28,Weekend,131,165,26,10,315,0.828
5,2025-05-05,Morning,277,277,0,0,270,0.929
5,2025-05-05,Afternoon,315,313,0,0,360,0.945
5,2025-05-05,Evening,180,204,30,0,180,0.893
5,2025-05-05,Weekend,150,187,30,4,315,0.86
5,2025-05-12,Morning,268,270,0,0,270,0.913
5,2025-05-12,Afternoon,311,296,0,0,360,0.912
5,2025-05-12,Evening,183,214,28,0,180,0.889
5,2025-05-12,Weekend,146,176,31,5,315,0.803
5,2025-05-19,Morning,280,285,0,0,270,0.919
5,2025-05-19,Afternoon,301,287,0,0,360,0.958
5,2025-05-19,Evening,166,204,36,0,180,0.868
5,2025-05-19,Weekend,148,181,31,4,315,0.846
5,2025-05-26,Morning,287,277,0,0,270,0.943
5,2025-05-26,Afternoon,329,325,0,0,360,0.936
5,2025-05-26,Evening,173,204,31,0,180,0.889
5,2025-05-26,Weekend,132,159,25,5,315,0.859
5,2025-06-02,Morning,282,283,0,0,270,0.949
5,2025-06-02,Afternoon,299,294,0,0,360,0.905
5,2025-06-02,Evening,166,185,28,0,180,0.887
5,2025-06-02,Weekend,132,162,24,7,315,0.85
5,2025-06-09,Morning,280,278,0,0,270,0.955
5,2025-06-09,Afternoon,342,332,0,0,360,0.944
5,2025-06-09,Evening,188,211,34,0,180,0.905
5,2025-06-09,Weekend,142,166,17,13,315,0.811
5,2025-06-16,Morning,274,268,0,0,270,0.913
5,2025-06-16,Afternoon,313,314,0,0,360,0.9
5,2025-06-16,Evening,168,192,23,0,180,0.902
5,2025-06-16,Weekend,148,176,26,8,315,0.818
5,2025-06-23,Morning,265,252,0,0,270,0.923
5,2025-06-23,Afternoon,327,321,0,0,360,0.918
5,2025-06-23,Evening,180,200,30,0,180,0.874
5,2025-06-23,Weekend,132,159,20,13,315,0.84
5,2025-06-30,Morning,300,287,0,0,270,0.911
5,2025-06-30,Afternoon,339,337,0,0,360,0.929
5,2025-06-30,Evening,187,198,18,0,180,0.914
5,2025-06-30,Weekend,146,172,20,5,315,0.826
6,2024-01-01,Morning,183,183,0,0,270,0.948
6,2024-01-01,Afternoon,193,189,0,0,360,0.914
6,2024-01-01,Evening,113,111,0,0,180,0.893
6,2024-01-01,Weekend,91,98,5,5,315,0.881
6,2024-01-08,Morning,169,163,0,0,270,0.908
6,2024-01-08,Afternoon,189,186,0,0,360,0.916
6,2024-01-08,Evening,109,108,0,0,180,0.916
6,2024-01-08,Weekend,85,93,7,3,315,0.891
6,2024-01-15,Morning,174,171,0,0,270,0.93
6,2024-01-15,Afternoon,203,204,0,0,360,0.94
6,2024-01-15,Evening,117,113,0,0,180,0.903
6,2024-01-15,Weekend,86,98,11,2,315,0.901
6,2024-01-22,Morning,179,181,0,0,270,0.959
6,2024-01-22,Afternoon,204,207,0,0,360,0.925
6,2024-01-22,Evening,107,105,0,0,180,0.874
6,2024-01-22,Weekend,87,106,10,8,315,0.9
6,2024-01-29,Morning,165,159,0,0,270,0.935
6,2024-01-29,Afternoon,206,205,0,0,360,0.933
6,2024-01-29,Evening,108,102,0,0,180,0.864
6,2024-01-29,Weekend,84,95,5,6,315,0.9
6,2024-02-05,Morning,163,157,0,0,270,0.915
6,2024-02-05,Afternoon,194,194,0,0,360,0.902
6,2024-02-05,Evening,108,108,4,0,180,0.879
6,2024-02-05,Weekend,81,90,8,5,315,0.907
6,2024-02-12,Morning,163,154,0,0,270,0.957
6,2024-02-12,Afternoon,197,187,0,0,360,0.917
6,2024-02-12,Evening,114,110,0,0,180,0.881
6,2024-02-12,Weekend,90,104,5,8,315,0.87
6,2024-02-19,Morning,181,174,0,0,270,0.93
6,2024-02-19,Afternoon,189,193,6,0,360,0.94
6,2024-02-19,Evening,107,108,0,0,180,0.911
6,2024-02-19,Weekend,82,89,5,4,315,0.861
6,2024-02-26,Morning,166,168,0,0,270,0.912
6,2024-02-26,Afternoon,187,189,0,0,360,0.918
6,2024-02-26,Evening,116,114,0,0,180,0.882
6,2024-02-26,Weekend,90,105,11,8,315,0.88
6,2024-03-04,Morning,166,168,0,0,270,0.931
6,2024-03-04,Afternoon,186,184,8,0,360,0.918
6,2024-03-04,Evening,118,113,0,0,180,0.884
6,2024-03-04,Weekend,81,89,8,3,315,0.912
6,2024-03-11,Morning,172,178,6,0,270,0.908
6,2024-03-11,Afternoon,209,212,0,0,360,0.941
6,2024-03-11,Evening,102,103,0,0,180,0.866
6,2024-03-11,Weekend,82,93,5,5,315,0.875
6,2024-03-18,Morning,157,149,0,0,270,0.922
6,2024-03-18,Afternoon,190,183,0,0,360,0.924
6,2024-03-18,Evening,117,115,0,0,180,0.91
6,2024-03-18,Weekend,86,98,8,4,315,0.875
6,2024-03-25,Morning,173,166,0,0,270,0.929
6,2024-03-25,Afternoon,206,204,0,0,360,0.904
6,2024-03-25,Evening,109,111,0,0,180,0.883
6,2024-03-25,Weekend,78,86,9,4,315,0.899
6,2024-04-01,Morning,173,166,0,0,270,0.94
6,2024-04-01,Afternoon,192,190,0,0,360,0.957
6,2024-04-01,Evening,113,110,0,0,180,0.864
6,2024-04-01,Weekend,83,93,6,3,315,0.917
6,2024-04-08,Morning,182,184,0,0,270,0.945
6,2024-04-08,Afternoon,200,192,0,0,360,0.94
6,2024-04-08,Evening,117,111,0,0,180,0.872
6,2024-04-08,Weekend,83,97,10,3,315,0.877
6,2024-04-15,Morning,158,160,6,0,270,0.934
6,2024-04-15,Afternoon,185,183,0,0,360,0.928
6,2024-04-15,Evening,106,104,0,0,180,0.914
6,2024-04-15,Weekend,84,89,5,2,315,0.876
6,2024-04-22,Morning,181,183,0,0,270,0.907
6,2024-04-22,Afternoon,215,221,12,0,360,0.932
6,2024-04-22,Evening,101,101,0,0,180,0.904
6,2024-04-22,Weekend,86,100,8,8,315,0.903
6,2024-04-29,Morning,159,153,0,0,270,0.959
6,2024-04-29,Afternoon,194,185,0,0,360,0.958
6,2024-04-29,Evening,102,97,0,0,180,0.91
6,2024-04-29,Weekend,87,97,9,6,315,0.881
6,2024-05-06,Morning,172,165,0,0,270,0.93
6,2024-05-06,Afternoon,189,181,0,0,360,0.93
6,2024-05-06,Evening,103,103,0,0,180,0.901
6,2024-05-06,Weekend,91,103,6,6,315,0.909
6,2024-05-13,Morning,180,182,0,0,270,0.912
6,2024-05-13,Afternoon,210,211,6,0,360,0.905
6,2024-05-13,Evening,105,101,0,0,180,0.918
6,2024-05-13,Weekend,90,105,11,5,315,0.861
6,2024-05-20,Morning,182,178,0,0,270,0.909
6,2024-05-20,Afternoon,206,202,0,0,360,0.937
6,2024-05-20,Evening,108,103,0,0,180,0.917
6,2024-05-20,Weekend,78,87,5,7,315,0.884
6,2024-05-27,Morning,170,170,0,0,270,0.953
6,2024-05-27,Afternoon,207,199,0,0,360,0.924
6,2024-05-27,Evening,107,105,0,0,180,0.866
6,2024-05-27,Weekend,86,95,9,3,315,0.896
6,2024-06-03,Morning,166,159,0,0,270,0.905
6,2024-06-03,Afternoon,198,195,0,0,360,0.925
6,2024-06-03,Evening,104,102,0,0,180,0.918
6,2024-06-03,Weekend,84,92,5,6,315,0.867
6,2024-06-10,Morning,183,175,0,0,270,0.952
6,2024-06-10,Afternoon,206,197,0,0,360,0.925
6,2024-06-10,Evening,117,115,0,0,180,0.912
6,2024-06-10,Weekend,88,99,9,2,315,0.889
6,2024-06-17,Morning,160,163,0,0,270,0.955
6,2024-06-17,Afternoon,199,196,8,0,360,0.914
6,2024-06-17,Evening,108,104,0,0,180,0.862
6,2024-06-17,Weekend,80,89,8,3,315,0.876
6,2024-06-24,Morning,177,180,0,0,270,0.904
6,2024-06-24,Afternoon,196,199,0,0,360,0.957
6,2024-06-24,Evening,116,111,0,0,180,0.915
6,2024-06-24,Weekend,90,96,6,6,315,0.914
6,2024-07-01,Morning,180,174,0,0,270,0.941
6,2024-07-01,Afternoon,204,204,0,0,360,0.905
6,2024-07-01,Evening,108,106,0,0,180,0.88
6,2024-07-01,Weekend,79,85,6,4,315,0.884
6,2024-07-08,Morning,161,154,0,0,270,0.916
6,2024-07-08,Afternoon,204,202,0,0,360,0.924
6,2024-07-08,Evening,115,115,0,0,180,0.917
6,2024-07-08,Weekend,82,95,9,3,315,0.862
6,2024-07-15,Morning,180,174,0,0,270,0.947
6,2024-07-15,Afternoon,211,206,0,0,360,0.949
6,2024-07-15,Evening,101,100,0,0,180,0.864
6,2024-07-15,Weekend,81,92,10,6,315,0.87
6,2024-07-22,Morning,165,160,0,0,270,0.928
6,2024-07-22,Afternoon,203,205,0,0,360,0.941
6,2024-07-22,Evening,117,111,0,0,180,0.881
6,2024-07-22,Weekend,81,91,7,3,315,0.886
6,2024-07-29,Morning,158,160,0,0,270,0.919
6,2024-07-29,Afternoon,205,197,0,0,360,0.95
6,2024-07-29,Evening,114,112,0,0,180,0.899
6,2024-07-29,Weekend,81,89,7,3,315,0.877
6,2024-08-05,Morning,163,156,0,0,270,0.956
6,2024-08-05,Afternoon,196,191,0,0,360,0.916
6,2024-08-05,Evening,107,107,0,0,180,0.863
6,2024-08-05,Weekend,80,88,7,6,315,0.92
6,2024-08-12,Morning,171,173,0,0,270,0.905
6,2024-08-12,Afternoon,212,208,0,0,360,0.921
6,2024-08-12,Evening,114,113,0,0,180,0.863
6,2024-08-12,Weekend,88,99,8,8,315,0.918
6,2024-08-19,Morning,175,176,0,0,270,0.935
6,2024-08-19,Afternoon,214,210,0,0,360,0.925
6,2024-08-19,Evening,115,116,0,0,180,0.912
6,2024-08-19,Weekend,89,104,6,8,315,0.915
6,2024-08-26,Morning,176,169,0,0,270,0.92
6,2024-08-26,Afternoon,205,194,0,0,360,0.931
6,2024-08-26,Evening,104,102,0,0,180,0.886
6,2024-08-26,Weekend,89,99,5,7,315,0.882
6,2024-09-02,Morning,161,163,0,0,270,0.912
6,2024-09-02,Afternoon,205,206,0,0,360,0.928
6,2024-09-02,Evening,101,97,0,0,180,0.881
6,2024-09-02,Weekend,82,91,7,5,315,0.901
6,2024-09-09,Morning,158,160,6,0,270,0.909
6,2024-09-09,Afternoon,191,193,0,0,360,0.944
6,2024-09-09,Evening,110,109,0,0,180,0.877
6,2024-09-09,Weekend,91,108,9,8,315,0.876
6,2024-09-16,Morning,158,155,0,0,270,0.924
6,2024-09-16,Afternoon,204,198,0,0,360,0.912
6,2024-09-16,Evening,109,109,0,0,180,0.866
6,2024-09-16,Weekend,82,90,9,2,315,0.909
6,2024-09-23,Morning,164,164,0,0,270,0.949
6,2024-09-23,Afternoon,199,191,0,0,360,0.935
6,2024-09-23,Evening,104,105,0,0,180,0.872
6,2024-09-23,Weekend,89,103,11,3,315,0.914
6,2024-09-30,Morning,180,180,8,0,270,0.952
6,2024-09-30,Afternoon,205,200,0,0,360,0.953
6,2024-09-30,Evening,106,105,0,0,180,0.866
6,2024-09-30,Weekend,87,101,6,8,315,0.886
6,2024-10-07,Morning,170,167,0,0,270,0.923
6,2024-10-07,Afternoon,215,210,0,0,360,0.906
6,2024-10-07,Evening,111,107,0,0,180,0.912
6,2024-10-07,Weekend,78,90,10,7,315,0.881
6,2024-10-14,Morning,171,165,0,0,270,0.935
6,2024-10-14,Afternoon,205,207,0,0,360,0.91
6,2024-10-14,Evening,115,110,0,0,180,0.898
6,2024-10-14,Weekend,86,96,6,3,315,0.917
6,2024-10-21,Morning,161,162,0,0,270,0.92
6,2024-10-21,Afternoon,192,186,0,0,360,0.901
6,2024-10-21,Evening,116,119,6,0,180,0.874
6,2024-10-21,Weekend,90,101,11,3,315,0.892
6,2024-10-28,Morning,180,182,0,0,270,0.938
6,2024-10-28,Afternoon,191,194,0,0,360,0.951
6,2024-10-28,Evening,117,112,0,0,180,0.886
6,2024-10-28,Weekend,86,98,9,3,315,0.894
6,2024-11-04,Morning,171,173,0,0,270,0.911
6,2024-11-04,Afternoon,202,196,0,0,360,0.911
6,2024-11-04,Evening,117,116,4,0,180,0.895
6,2024-11-04,Weekend,88,96,6,3,315,0.887
6,2024-11-11,Morning,176,169,0,0,270,0.902
6,2024-11-11,Afternoon,188,185,0,0,360,0.954
6,2024-11-11,Evening,103,104,0,0,180,0.914
6,2024-11-11,Weekend,86,103,9,7,315,0.919
6,2024-11-18,Morning,156,154,0,0,270,0.907
6,2024-11-18,Afternoon,200,190,0,0,360,0.943
6,2024-11-18,Evening,101,101,0,0,180,0.886
6,2024-11-18,Weekend,82,89,5,7,315,0.883
6,2024-11-25,Morning,164,163,0,0,270,0.903
6,2024-11-25,Afternoon,200,197,0,0,360,0.935
6,2024-11-25,Evening,114,113,0,0,180,0.896
6,2024-11-25,Weekend,87,100,10,4,315,0.919
6,2024-12-02,Morning,174,167,0,0,270,0.939
6,2024-12-02,Afternoon,202,195,0,0,360,0.951
6,2024-12-02,Evening,104,103,0,0,180,0.918
6,2024-12-02,Weekend,85,95,7,3,315,0.896
6,2024-12-09,Morning,169,168,0,0,270,0.923
6,2024-12-09,Afternoon,197,188,0,0,360,0.928
6,2024-12-09,Evening,102,99,0,0,180,0.895
6,2024-12-09,Weekend,88,104,10,5,315,0.901
6,2024-12-16,Morning,180,178,8,0,270,0.945
6,2024-12-16,Afternoon,213,212,0,0,360,0.944
6,2024-12-16,Evening,105,103,0,0,180,0.879
6,2024-12-16,Weekend,86,95,10,3,315,0.889
6,2024-12-23,Morning,182,176,0,0,270,0.951
6,2024-12-23,Afternoon,195,195,0,0,360,0.908
6,2024-12-23,Evening,113,114,0,0,180,0.874
6,2024-12-23,Weekend,85,98,10,4,315,0.889
6,2024-12-30,Morning,175,172,0,0,270,0.957
6,2024-12-30,Afternoon,210,211,0,0,360,0.904
6,2024-12-30,Evening,113,111,0,0,180,0.901
6,2024-12-30,Weekend,86,103,9,7,315,0.891
6,2025-01-06,Morning,179,173,0,0,270,0.935
6,2025-01-06,Afternoon,189,191,0,0,360,0.903
6,2025-01-06,Evening,109,114,3,0,180,0.883
6,2025-01-06,Weekend,85,97,9,5,315,0.881
6,2025-01-13,Morning,160,162,0,0,270,0.915
6,2025-01-13,Afternoon,187,186,0,0,360,0.953
6,2025-01-13,Evening,118,115,0,0,180,0.871
6,2025-01-13,Weekend,89,100,11,5,315,0.906
6,2025-01-20,Morning,174,170,0,0,270,0.925
6,2025-01-20,Afternoon,203,195,0,0,360,0.914
6,2025-01-20,Evening,103,100,0,0,180,0.901
6,2025-01-20,Weekend,89,99,6,4,315,0.901
6,2025-01-27,Morning,182,179,0,0,270,0.94
6,2025-01-27,Afternoon,198,199,0,0,360,0.948
6,2025-01-27,Evening,103,103,0,0,180,0.873
6,2025-01-27,Weekend,80,91,7,7,315,0.875
6,2025-02-03,Morning,178,180,0,0,270,0.949
6,2025-02-03,Afternoon,191,192,0,0,360,0.947
6,2025-02-03,Evening,117,116,0,0,180,0.894
6,2025-02-03,Weekend,81,91,7,4,315,0.893
6,2025-02-10,Morning,157,149,0,0,270,0.957
6,2025-02-10,Afternoon,205,208,0,0,360,0.926
6,2025-02-10,Evening,118,113,0,0,180,0.885
6,2025-02-10,Weekend,81,95,9,7,315,0.893
6,2025-02-17,Morning,173,175,0,0,270,0.955
6,2025-02-17,Afternoon,191,191,0,0,360,0.931
6,2025-02-17,Evening,114,110,0,0,180,0.916
6,2025-02-17,Weekend,82,95,10,2,315,0.893
6,2025-02-24,Morning,174,172,0,0,270,0.96
6,2025-02-24,Afternoon,187,177,0,0,360,0.911
6,2025-02-24,Evening,105,100,0,0,180,0.876
6,2025-02-24,Weekend,80,88,6,3,315,0.873
6,2025-03-03,Morning,166,159,0,0,270,0.928
6,2025-03-03,Afternoon,184,184,0,0,360,0.953
6,2025-03-03,Evening,111,112,0,0,180,0.915
6,2025-03-03,Weekend,80,91,8,4,315,0.898
6,2025-03-10,Morning,169,166,0,0,270,0.944
6,2025-03-10,Afternoon,199,189,0,0,360,0.914
6,2025-03-10,Evening,113,113,0,0,180,0.919
6,2025-03-10,Weekend,89,104,8,7,315,0.895
6,2025-03-17,Morning,180,180,0,0,270,0.911
6,2025-03-17,Afternoon,212,211,0,0,360,0.912
6,2025-03-17,Evening,114,110,0,0,180,0.876
6,2025-03-17,Weekend,90,104,9,5,315,0.884
6,2025-03-24,Morning,181,183,0,0,270,0.96
6,2025-03-24,Afternoon,195,188,0,0,360,0.945
6,2025-03-24,Evening,111,106,0,0,180,0.872
6,2025-03-24,Weekend,84,94,8,3,315,0.909
6,2025-03-31,Morning,177,176,0,0,270,0.945
6,2025-03-31,Afternoon,197,187,0,0,360,0.952
6,2025-03-31,Evening,117,113,0,0,180,0.892
6,2025-03-31,Weekend,80,95,10,5,315,0.897
6,2025-04-07,Morning,164,157,0,0,270,0.913
6,2025-04-07,Afternoon,200,203,0,0,360,0.954
6,2025-04-07,Evening,109,105,0,0,180,0.918
6,2025-04-07,Weekend,86,93,8,4,315,0.877
6,2025-04-14,Morning,168,167,0,0,270,0.903
6,2025-04-14,Afternoon,195,187,0,0,360,0.913
6,2025-04-14,Evening,118,119,0,0,180,0.877
6,2025-04-14,Weekend,90,96,8,3,315,0.861
6,2025-04-21,Morning,162,158,0,0,270,0.95
6,2025-04-21,Afternoon,184,182,0,0,360,0.96
6,2025-04-21,Evening,111,113,5,0,180,0.893
6,2025-04-21,Weekend,78,86,5,2,315,0.866
6,2025-04-28,Morning,177,171,0,0,270,0.942
6,2025-04-28,Afternoon,184,175,0,0,360,0.949
6,2025-04-28,Evening,114,114,0,0,180,0.914
6,2025-04-28,Weekend,78,90,8,6,315,0.897
6,2025-05-05,Morning,175,167,0,0,270,0.934
6,2025-05-05,Afternoon,190,186,0,0,360,0.922
6,2025-05-05,Evening,105,103,0,0,180,0.887
6,2025-05-05,Weekend,88,102,6,7,315,0.892
6,2025-05-12,Morning,181,180,0,0,270,0.909
6,2025-05-12,Afternoon,212,224,9,0,360,0.947
6,2025-05-12,Evening,111,107,0,0,180,0.915
6,2025-05-12,Weekend,86,96,7,3,315,0.881
6,2025-05-19,Morning,160,158,0,0,270,0.903
6,2025-05-19,Afternoon,215,204,0,0,360,0.909
6,2025-05-19,Evening,118,116,0,0,180,0.92
6,2025-05-19,Weekend,87,101,10,5,315,0.915
6,2025-05-26,Morning,162,157,0,0,270,0.922
6,2025-05-26,Afternoon,188,191,0,0,360,0.905
6,2025-05-26,Evening,117,112,0,0,180,0.919
6,2025-05-26,Weekend,88,92,6,3,315,0.88
6,2025-06-02,Morning,179,173,0,0,270,0.935
6,2025-06-02,Afternoon,201,203,9,0,360,0.957
6,2025-06-02,Evening,114,109,0,0,180,0.868
6,2025-06-02,Weekend,82,90,6,5,315,0.894
6,2025-06-09,Morning,166,165,0,0,270,0.907
6,2025-06-09,Afternoon,201,203,0,0,360,0.959
6,2025-06-09,Evening,105,104,0,0,180,0.874
6,2025-06-09,Weekend,88,92,6,2,315,0.874
6,2025-06-16,Morning,176,173,0,0,270,0.911
6,2025-06-16,Afternoon,184,181,0,0,360,0.941
6,2025-06-16,Evening,115,109,0,0,180,0.901
6,2025-06-16,Weekend,89,101,9,8,315,0.879
6,2025-06-23,Morning,159,155,0,0,270,0.941
6,2025-06-23,Afternoon,187,187,0,0,360,0.912
6,2025-06-23,Evening,108,106,0,0,180,0.89
6,2025-06-23,Weekend,91,104,10,8,315,0.887
6,2025-06-30,Morning,178,178,0,0,270,0.929
6,2025-06-30,Afternoon,194,185,0,0,360,0.936
6,2025-06-30,Evening,109,110,0,0,180,0.877
6,2025-06-30,Weekend,79,93,9,6,315,0.913
7,2024-01-01,Morning,89,85,0,0,270,0.933
7,2024-01-01,Afternoon,105,105,0,0,360,0.948
7,2024-01-01,Evening,63,61,0,0,180,0.894
7,2024-01-01,Weekend,46,45,0,0,315,0.894
7,2024-01-08,Morning,100,101,0,0,270,0.955
7,2024-01-08,Afternoon,112,111,0,0,360,0.945
7,2024-01-08,Evening,62,64,2,0,180,0.896
7,2024-01-08,Weekend,44,46,0,3,315,0.913
7,2024-01-15,Morning,98,95,0,0,270,0.905
7,2024-01-15,Afternoon,111,105,0,0,360,0.907
7,2024-01-15,Evening,62,62,0,0,180,0.902
7,2024-01-15,Weekend,47,46,0,0,315,0.9
7,2024-01-22,Morning,95,91,0,0,270,0.916
7,2024-01-22,Afternoon,112,113,0,0,360,0.937
7,2024-01-22,Evening,57,55,0,0,180,0.916
7,2024-01-22,Weekend,41,39,0,0,315,0.904
7,2024-01-29,Morning,87,85,0,0,270,0.915
7,2024-01-29,Afternoon,106,107,0,0,360,0.929
7,2024-01-29,Evening,55,54,0,0,180,0.869
7,2024-01-29,Weekend,44,44,0,0,315,0.901
7,2024-02-05,Morning,95,96,0,0,270,0.913
7,2024-02-05,Afternoon,113,107,0,0,360,0.907
7,2024-02-05,Evening,58,58,0,0,180,0.893
7,2024-02-05,Weekend,46,44,0,0,315,0.865
7,2024-02-12,Morning,99,95,0,0,270,0.935
7,2024-02-12,Afternoon,104,99,0,0,360,0.955
7,2024-02-12,Evening,55,54,0,0,180,0.889
7,2024-02-12,Weekend,41,43,2,1,315,0.875
7,2024-02-19,Morning,90,91,0,0,270,0.914
7,2024-02-19,Afternoon,102,97,0,0,360,0.959
7,2024-02-19,Evening,58,56,0,0,180,0.879
7,2024-02-19,Weekend,47,49,2,1,315,0.918
7,2024-02-26,Morning,87,86,0,0,270,0.907
7,2024-02-26,Afternoon,104,103,0,0,360,0.93
7,2024-02-26,Evening,57,57,0,0,180,0.874
7,2024-02-26,Weekend,44,45,1,1,315,0.897
7,2024-03-04,Morning,90,88,0,0,270,0.945
7,2024-03-04,Afternoon,105,101,0,0,360,0.901
7,2024-03-04,Evening,60,57,0,0,180,0.91
7,2024-03-04,Weekend,48,52,0,4,315,0.899
7,2024-03-11,Morning,91,90,0,0,270,0.916
7,2024-03-11,Afternoon,103,100,0,0,360,0.917
7,2024-03-11,Evening,63,61,0,0,180,0.905
7,2024-03-11,Weekend,48,46,0,0,315,0.919
7,2024-03-18,Morning,87,84,0,0,270,0.947
7,2024-03-18,Afternoon,113,112,0,0,360,0.931
7,2024-03-18,Evening,61,60,0,0,180,0.895
7,2024-03-18,Weekend,44,44,0,0,315,0.886
7,2024-03-25,Morning,101,100,0,0,270,0.947
7,2024-03-25,Afternoon,110,109,0,0,360,0.948
7,2024-03-25,Evening,61,60,0,0,180,0.896
7,2024-03-25,Weekend,46,44,0,0,315,0.914
7,2024-04-01,Morning,96,96,0,0,270,0.904
7,2024-04-01,Afternoon,116,114,0,0,360,0.912
7,2024-04-01,Evening,61,58,0,0,180,0.864
7,2024-04-01,Weekend,41,41,0,0,315,0.867
7,2024-04-08,Morning,94,95,0,0,270,0.931
7,2024-04-08,Afternoon,117,122,4,0,360,0.94
7,2024-04-08,Evening,56,54,0,0,180,0.913
7,2024-04-08,Weekend,44,42,0,0,315,0.878
7,2024-04-15,Morning,92,92,0,0,270,0.954
7,2024-04-15,Afternoon,111,108,0,0,360,0.915
7,2024-04-15,Evening,59,59,0,0,180,0.896
7,2024-04-15,Weekend,46,47,0,1,315,0.906
7,2024-04-22,Morning,100,98,3,0,270,0.951
7,2024-04-22,Afternoon,111,116,4,0,360,0.955
7,2024-04-22,Evening,56,56,0,0,180,0.868
7,2024-04-22,Weekend,43,46,0,3,315,0.905
7,2024-04-29,Morning,89,90,0,0,270,0.918
7,2024-04-29,Afternoon,116,110,0,0,360,0.908
7,2024-04-29,Evening,57,56,0,0,180,0.91
7,2024-04-29,Weekend,48,49,0,4,315,0.917
7,2024-05-06,Morning,101,101,0,0,270,0.945
7,2024-05-06,Afternoon,118,116,0,0,360,0.911
7,2024-05-06,Evening,60,59,0,0,180,0.875
7,2024-05-06,Weekend,43,43,1,0,315,0.914
7,2024-05-13,Morning,98,93,0,0,270,0.903
7,2024-05-13,Afternoon,114,113,0,0,360,0.918
7,2024-05-13,Evening,62,60,0,0,180,0.907
7,2024-05-13,Weekend,44,48,0,4,315,0.898
7,2024-05-20,Morning,93,92,0,0,270,0.937
7,2024-05-20,Afternoon,108,103,0,0,360,0.957
