date,site_id,day_of_week,week_number,month,is_holiday_period,forecast_demand,actual_demand,transactions_or_jobs_completed,scheduled_hours,actual_hours_worked,overtime_hours,agency_hours,absence_hours,service_level_score,customer_wait_time_or_delay_index,labour_cost_gbp,agency_cost_gbp,overtime_cost_gbp
2024-08-14,9,2,33,8,1,189.4,187.4,828,15.7,15.2,0.0,0.0,0.5,0.958,2.1,1880.3,0.0,0.0
2024-08-15,9,3,33,8,1,179.1,180.6,489,14.8,14.0,0.0,0.0,0.8,0.795,6.4,1621.55,0.0,0.0
2024-08-16,9,4,33,8,1,248.7,256.9,1031,19.1,18.8,0.5,0.0,0.8,0.707,7.3,2323.71,0.0,88.64
2024-08-17,9,5,33,8,1,259.1,268.1,757,20.7,19.5,0.0,0.0,1.2,0.804,4.5,2262.66,0.0,0.0
2024-08-18,9,6,33,8,1,287.8,283.6,845,22.4,21.6,0.0,0.0,0.8,0.748,6.6,2602.54,0.0,0.0
2024-08-19,9,0,34,8,1,195.0,197.4,611,17.8,16.7,0.0,0.0,1.1,0.913,3.2,1966.76,0.0,0.0
2024-08-20,9,1,34,8,1,175.0,177.7,784,14.3,13.5,0.0,0.0,0.8,0.84,3.7,1577.54,0.0,0.0
2024-08-21,9,2,34,8,1,166.4,170.3,628,14.3,13.9,0.0,0.0,0.4,0.947,1.2,1632.95,0.0,0.0
2024-08-22,9,3,34,8,1,196.0,204.3,820,17.3,17.5,0.0,0.9,0.7,0.911,4.6,2093.63,157.36,0.0
2024-08-23,9,4,34,8,1,262.3,256.6,829,17.3,17.1,0.6,0.0,0.8,0.727,7.3,2080.33,0.0,100.32
2024-08-24,9,5,34,8,1,262.5,257.3,799,18.2,18.2,0.8,0.0,0.8,0.689,9.0,2273.41,0.0,144.24
2024-08-25,9,6,34,8,1,294.6,303.9,883,22.5,22.4,0.8,0.0,0.9,0.65,9.7,2701.86,0.0,141.72
2024-08-26,9,0,35,8,1,199.1,206.8,740,16.3,15.6,0.0,0.0,0.7,0.834,5.6,1892.25,0.0,0.0
2024-08-27,9,1,35,8,1,209.8,217.5,821,18.5,17.5,0.0,0.0,1.0,0.958,1.0,2034.38,0.0,0.0
2024-08-28,9,2,35,8,1,198.7,203.1,576,16.1,15.6,0.0,0.0,0.5,0.81,5.6,1884.15,0.0,0.0
2024-08-29,9,3,35,8,1,188.0,181.4,532,15.2,14.5,0.0,0.0,0.7,0.903,3.8,1772.07,0.0,0.0
2024-08-30,9,4,35,8,1,253.6,265.9,708,20.6,19.5,0.0,0.0,1.1,0.782,5.0,2452.22,0.0,0.0
2024-08-31,9,5,35,8,1,266.4,263.0,1061,18.5,18.5,1.0,0.0,1.0,0.703,7.0,2231.78,0.0,177.38
2024-09-01,9,6,35,9,1,269.9,269.5,1095,20.9,20.2,0.0,0.0,0.7,0.753,7.1,2364.24,0.0,0.0
2024-09-02,9,0,36,9,0,127.1,130.1,537,10.0,9.5,0.0,0.0,0.5,0.842,3.1,1110.0,0.0,0.0
2024-09-03,9,1,36,9,0,113.9,116.4,402,9.6,9.1,0.0,0.0,0.5,0.851,4.0,1119.01,0.0,0.0
2024-09-04,9,2,36,9,0,143.0,143.3,433,12.6,13.0,0.0,0.9,0.5,0.932,1.7,1514.43,152.59,0.0
2024-09-05,9,3,36,9,0,126.1,130.7,423,10.8,10.8,0.0,0.5,0.5,0.941,1.4,1294.81,86.53,0.0
2024-09-06,9,4,36,9,0,139.5,133.6,504,9.9,9.6,0.0,0.0,0.3,0.798,6.1,1182.77,0.0,0.0
2024-09-07,9,5,36,9,0,174.9,173.0,547,13.0,12.3,0.0,0.0,0.7,0.799,6.0,1417.43,0.0,0.0
2024-09-08,9,6,36,9,0,195.9,193.1,618,14.1,14.5,0.5,0.5,0.6,0.807,4.4,1719.72,92.1,80.3
2024-09-09,9,0,37,9,0,117.1,122.0,447,10.8,10.5,0.0,0.0,0.3,0.947,2.2,1245.85,0.0,0.0
2024-09-10,9,1,37,9,0,131.8,137.2,412,10.6,10.1,0.0,0.0,0.5,0.884,4.7,1216.84,0.0,0.0
2024-09-11,9,2,37,9,0,133.5,139.1,430,11.9,11.5,0.0,0.0,0.4,0.956,3.8,1328.77,0.0,0.0
2024-09-12,9,3,37,9,0,121.2,121.5,395,9.3,9.0,0.0,0.0,0.3,0.839,6.0,1073.49,0.0,0.0
2024-09-13,9,4,37,9,0,138.9,143.2,551,10.3,9.8,0.0,0.0,0.5,0.774,5.2,1224.41,0.0,0.0
2024-09-14,9,5,37,9,0,195.4,191.2,867,12.9,12.8,0.5,0.0,0.6,0.697,5.6,1520.64,0.0,85.71
2024-09-15,9,6,37,9,0,190.6,182.0,684,12.9,12.8,0.4,0.0,0.5,0.763,5.4,1507.09,0.0,67.38
2024-09-16,9,0,38,9,0,138.3,139.9,358,11.9,11.9,0.0,0.6,0.6,0.918,2.9,1386.3,105.28,0.0
2024-09-17,9,1,38,9,0,119.0,123.8,452,9.7,9.1,0.0,0.0,0.6,0.849,4.1,1039.77,0.0,0.0
2024-09-18,9,2,38,9,0,119.0,119.4,487,10.6,10.9,0.0,0.7,0.4,0.936,1.1,1368.69,135.96,0.0
2024-09-19,9,3,38,9,0,142.1,147.6,614,12.4,11.7,0.0,0.0,0.7,0.933,4.1,1361.14,0.0,0.0
2024-09-20,9,4,38,9,0,140.2,134.0,437,10.2,9.6,0.0,0.0,0.6,0.872,4.9,1147.34,0.0,0.0
2024-09-21,9,5,38,9,0,179.2,176.9,503,12.9,12.6,0.4,0.0,0.7,0.731,8.8,1507.21,0.0,69.76
2024-09-22,9,6,38,9,0,205.1,198.5,818,14.4,13.9,0.3,0.0,0.8,0.695,6.1,1593.66,0.0,46.75
2024-09-23,9,0,39,9,0,112.1,110.6,392,8.6,8.2,0.0,0.0,0.4,0.854,5.6,964.34,0.0,0.0
2024-09-24,9,1,39,9,0,111.2,115.2,413,10.0,9.5,0.0,0.0,0.5,0.902,2.0,1159.53,0.0,0.0
2024-09-25,9,2,39,9,0,117.1,114.0,308,10.2,10.3,0.0,0.6,0.5,0.946,1.7,1177.65,98.15,0.0
2024-09-26,9,3,39,9,0,155.8,149.0,552,12.8,12.8,0.0,0.4,0.4,0.942,1.6,1481.3,69.13,0.0
2024-09-27,9,4,39,9,0,143.9,139.6,399,10.4,9.9,0.0,0.0,0.5,0.806,6.4,1148.12,0.0,0.0
2024-09-28,9,5,39,9,0,202.0,201.8,769,13.9,15.0,0.7,0.9,0.5,0.769,7.5,1735.05,147.11,113.81
2024-09-29,9,6,39,9,0,160.1,164.4,539,12.6,11.9,0.0,0.0,0.7,0.854,4.0,1460.05,0.0,0.0
2024-09-30,9,0,40,9,0,131.2,127.9,432,10.8,10.8,0.0,0.4,0.4,0.902,2.0,1288.76,71.14,0.0
2024-10-01,9,1,40,10,0,105.5,102.9,274,8.2,8.4,0.0,0.5,0.3,0.908,4.2,963.45,83.39,0.0
2024-10-02,9,2,40,10,0,119.1,119.3,462,10.7,10.1,0.0,0.0,0.6,0.953,2.1,1208.34,0.0,0.0
2024-10-03,9,3,40,10,0,149.5,145.2,560,13.0,13.2,0.0,0.6,0.4,0.926,2.4,1608.1,113.19,0.0
2024-10-04,9,4,40,10,0,160.9,164.3,600,12.2,11.5,0.0,0.0,0.7,0.747,5.2,1402.7,0.0,0.0
2024-10-05,9,5,40,10,0,223.8,220.9,560,15.9,15.4,0.4,0.0,0.9,0.72,5.8,1848.31,0.0,69.7
2024-10-06,9,6,40,10,0,170.2,162.9,509,11.8,11.7,0.4,0.0,0.5,0.694,6.7,1334.99,0.0,67.6
2024-10-07,9,0,41,10,0,120.6,124.7,524,10.0,9.6,0.0,0.0,0.4,0.853,2.9,1185.78,0.0,0.0
2024-10-08,9,1,41,10,0,105.9,108.5,413,8.7,8.2,0.0,0.0,0.5,0.837,3.7,951.33,0.0,0.0
2024-10-09,9,2,41,10,0,145.1,144.2,615,12.1,11.5,0.0,0.0,0.6,0.911,2.4,1403.55,0.0,0.0
2024-10-10,9,3,41,10,0,120.7,124.9,388,10.0,9.7,0.0,0.0,0.3,0.833,3.9,1193.29,0.0,0.0
2024-10-11,9,4,41,10,0,180.8,189.4,794,13.9,13.3,0.0,0.0,0.6,0.768,5.4,1587.14,0.0,0.0
2024-10-12,9,5,41,10,0,219.4,209.0,797,15.9,16.3,0.0,0.9,0.5,0.845,4.9,2015.63,172.44,0.0
2024-10-13,9,6,41,10,0,180.9,181.8,731,13.4,13.3,0.4,0.0,0.5,0.774,6.2,1629.66,0.0,70.89
2024-10-14,9,0,42,10,0,142.3,146.3,587,12.1,11.7,0.0,0.0,0.4,0.868,5.2,1444.92,0.0,0.0
2024-10-15,9,1,42,10,0,138.3,132.3,587,11.6,11.7,0.0,0.8,0.7,0.935,1.8,1354.72,134.99,0.0
2024-10-16,9,2,42,10,0,138.2,139.2,586,12.3,11.6,0.0,0.0,0.7,0.949,2.5,1377.0,0.0,0.0
2024-10-17,9,3,42,10,0,135.0,141.1,460,12.3,11.9,0.0,0.0,0.4,0.951,2.8,1356.95,0.0,0.0
2024-10-18,9,4,42,10,0,161.7,154.9,658,11.0,10.4,0.0,0.0,0.6,0.772,5.0,1223.32,0.0,0.0
2024-10-19,9,5,42,10,0,201.6,208.8,554,16.2,15.7,0.0,0.0,0.5,0.858,4.9,1874.54,0.0,0.0
2024-10-20,9,6,42,10,0,178.7,171.2,678,12.8,12.4,0.2,0.0,0.6,0.774,6.7,1496.18,0.0,32.6
2024-10-21,9,0,43,10,0,129.7,135.1,544,10.5,10.1,0.0,0.0,0.4,0.869,4.3,1210.13,0.0,0.0
2024-10-22,9,1,43,10,0,138.1,142.6,459,12.5,11.9,0.0,0.0,0.6,0.931,2.1,1378.48,0.0,0.0
2024-10-23,9,2,43,10,0,139.5,144.8,470,12.6,11.9,0.0,0.0,0.7,0.915,4.5,1455.8,0.0,0.0
2024-10-24,9,3,43,10,0,141.3,139.5,407,12.2,11.6,0.0,0.0,0.6,0.91,1.8,1413.62,0.0,0.0
2024-10-25,9,4,43,10,0,146.1,143.7,505,10.1,9.7,0.0,0.0,0.4,0.776,6.0,1199.9,0.0,0.0
2024-10-26,9,5,43,10,0,193.3,184.6,853,14.2,13.7,0.0,0.0,0.5,0.829,4.4,1619.07,0.0,0.0
2024-10-27,9,6,43,10,0,166.0,170.5,684,12.7,12.5,0.2,0.0,0.4,0.692,6.8,1516.19,0.0,34.12
2024-10-28,9,0,44,10,0,122.8,118.3,539,10.6,10.2,0.0,0.0,0.4,0.901,3.5,1282.95,0.0,0.0
2024-10-29,9,1,44,10,0,134.8,138.7,391,11.0,10.4,0.0,0.0,0.6,0.887,2.5,1268.75,0.0,0.0
2024-10-30,9,2,44,10,0,112.5,113.0,419,10.1,9.8,0.0,0.0,0.3,0.918,4.0,1156.02,0.0,0.0
2024-10-31,9,3,44,10,0,144.4,150.0,492,11.7,11.3,0.0,0.0,0.4,0.899,4.2,1365.54,0.0,0.0
2024-11-01,9,4,44,11,0,173.7,181.7,711,14.1,13.6,0.0,0.0,0.5,0.865,5.4,1700.58,0.0,0.0
2024-11-02,9,5,44,11,0,226.8,220.7,928,15.1,15.2,0.9,0.0,0.8,0.726,8.0,1759.58,0.0,148.64
2024-11-03,9,6,44,11,0,181.0,181.6,786,13.6,13.7,0.3,0.5,0.7,0.84,3.2,1685.99,94.75,54.87
2024-11-04,9,0,45,11,0,159.8,160.1,699,13.7,13.2,0.0,0.0,0.5,0.913,5.0,1525.41,0.0,0.0
2024-11-05,9,1,45,11,0,151.4,150.9,638,12.9,12.2,0.0,0.0,0.7,0.92,3.8,1410.38,0.0,0.0
2024-11-06,9,2,45,11,0,137.8,135.5,569,10.8,10.3,0.0,0.0,0.5,0.906,4.3,1267.27,0.0,0.0
2024-11-07,9,3,45,11,0,136.4,142.1,531,11.2,10.7,0.0,0.0,0.5,0.843,3.5,1313.13,0.0,0.0
2024-11-08,9,4,45,11,0,172.9,176.1,734,14.0,14.3,0.0,0.9,0.6,0.901,2.4,1640.4,156.25,0.0
2024-11-09,9,5,45,11,0,239.5,246.5,819,19.1,18.0,0.0,0.0,1.1,0.814,5.4,2154.6,0.0,0.0
2024-11-10,9,6,45,11,0,175.9,173.8,697,12.9,12.8,0.5,0.0,0.6,0.747,9.1,1529.72,0.0,88.45
2024-11-11,9,0,46,11,0,132.6,134.5,546,11.5,11.1,0.0,0.0,0.4,0.939,1.8,1327.98,0.0,0.0
2024-11-12,9,1,46,11,0,159.8,162.7,452,14.1,13.6,0.0,0.0,0.5,0.938,4.1,1645.55,0.0,0.0
2024-11-13,9,2,46,11,0,147.1,145.9,515,13.0,12.5,0.0,0.0,0.5,0.942,2.1,1431.12,0.0,0.0
2024-11-14,9,3,46,11,0,158.9,153.3,522,12.9,12.4,0.0,0.0,0.5,0.933,2.9,1467.64,0.0,0.0
2024-11-15,9,4,46,11,0,182.9,185.2,483,12.2,12.2,0.0,0.4,0.4,0.766,6.6,1471.58,70.79,0.0
2024-11-16,9,5,46,11,0,202.2,211.2,683,15.0,14.7,0.6,0.0,0.9,0.75,8.6,1702.92,0.0,103.11
2024-11-17,9,6,46,11,0,216.2,214.2,691,16.0,16.0,0.5,0.0,0.5,0.728,5.4,1861.45,0.0,82.13
2024-11-18,9,0,47,11,0,130.1,131.6,486,10.3,9.9,0.0,0.0,0.4,0.909,2.1,1232.53,0.0,0.0
2024-11-19,9,1,47,11,0,148.6,145.1,577,11.9,11.4,0.0,0.0,0.5,0.897,3.2,1314.76,0.0,0.0
2024-11-20,9,2,47,11,0,143.6,139.1,567,11.9,11.4,0.0,0.0,0.5,0.946,3.5,1398.91,0.0,0.0
2024-11-21,9,3,47,11,0,128.2,127.6,384,10.9,10.3,0.0,0.0,0.6,0.908,2.9,1231.43,0.0,0.0
2024-11-22,9,4,47,11,0,194.8,188.1,552,14.0,13.2,0.0,0.0,0.8,0.806,5.4,1548.03,0.0,0.0
2024-11-23,9,5,47,11,0,248.7,242.7,1051,17.2,18.0,0.4,1.1,0.7,0.83,3.3,2076.09,193.6,63.65
2024-11-24,9,6,47,11,0,179.7,173.0,450,13.3,12.9,0.0,0.0,0.4,0.861,6.2,1567.82,0.0,0.0
2024-11-25,9,0,48,11,0,132.0,130.0,376,10.3,10.0,0.0,0.3,0.6,0.832,4.1,1197.63,53.64,0.0
2024-11-26,9,1,48,11,0,124.7,126.9,443,10.7,10.2,0.0,0.0,0.5,0.907,2.8,1185.68,0.0,0.0
2024-11-27,9,2,48,11,0,132.5,137.5,593,11.5,11.1,0.0,0.0,0.4,0.935,1.2,1330.3,0.0,0.0
2024-11-28,9,3,48,11,0,171.0,172.9,622,14.0,13.2,0.0,0.0,0.8,0.838,4.4,1547.42,0.0,0.0
2024-11-29,9,4,48,11,0,183.0,179.4,507,13.1,12.4,0.0,0.0,0.7,0.765,5.4,1464.36,0.0,0.0
2024-11-30,9,5,48,11,0,223.0,228.0,626,18.4,17.3,0.0,0.0,1.1,0.891,2.9,2036.18,0.0,0.0
2024-12-01,9,6,48,12,0,194.5,186.7,608,13.9,14.6,0.2,1.0,0.5,0.905,2.7,1751.05,177.37,32.73
2024-12-02,9,0,49,12,0,169.6,173.9,460,13.9,13.4,0.0,0.0,0.5,0.894,3.6,1655.87,0.0,0.0
2024-12-03,9,1,49,12,0,146.2,145.4,417,13.0,12.3,0.0,0.0,0.7,0.955,3.1,1516.33,0.0,0.0
2024-12-04,9,2,49,12,0,150.4,147.7,415,13.0,12.3,0.0,0.0,0.7,0.9,3.4,1503.68,0.0,0.0
2024-12-05,9,3,49,12,0,170.3,172.8,680,14.5,13.6,0.0,0.0,0.9,0.927,2.1,1682.94,0.0,0.0
2024-12-06,9,4,49,12,0,167.3,170.9,645,13.7,13.1,0.0,0.0,0.6,0.873,3.5,1520.57,0.0,0.0
2024-12-07,9,5,49,12,0,233.1,233.1,889,17.5,16.9,0.0,0.0,0.6,0.795,5.4,1938.15,0.0,0.0
2024-12-08,9,6,49,12,0,175.8,171.8,678,13.0,12.9,0.0,0.5,0.6,0.816,6.0,1569.68,85.93,0.0
2024-12-09,9,0,50,12,0,152.1,153.3,509,11.8,11.2,0.0,0.0,0.6,0.858,4.4,1334.91,0.0,0.0
2024-12-10,9,1,50,12,0,143.2,137.4,532,10.6,10.7,0.0,0.7,0.6,0.872,3.6,1287.29,132.12,0.0
2024-12-11,9,2,50,12,0,149.7,152.7,419,12.4,12.5,0.0,0.6,0.5,0.906,5.3,1509.99,108.42,0.0
2024-12-12,9,3,50,12,0,141.2,137.1,538,12.2,12.5,0.0,0.8,0.5,0.932,3.2,1506.94,143.5,0.0
2024-12-13,9,4,50,12,0,161.5,163.2,686,12.4,12.0,0.0,0.0,0.4,0.879,2.7,1425.37,0.0,0.0
2024-12-14,9,5,50,12,0,214.0,215.1,601,16.6,16.1,0.0,0.0,0.5,0.799,5.3,1878.94,0.0,0.0
2024-12-15,9,6,50,12,0,223.7,221.2,740,15.0,14.9,0.7,0.0,0.8,0.761,5.7,1763.55,0.0,116.69
2024-12-16,9,0,51,12,1,162.5,163.3,448,12.8,12.2,0.0,0.0,0.6,0.823,6.5,1432.88,0.0,0.0
2024-12-17,9,1,51,12,1,150.7,146.0,387,12.4,11.8,0.0,0.0,0.6,0.957,3.8,1397.27,0.0,0.0
2024-12-18,9,2,51,12,1,174.5,176.9,549,15.6,15.6,0.0,0.5,0.5,0.918,4.7,1947.5,99.01,0.0
2024-12-19,9,3,51,12,1,203.6,211.9,576,17.6,16.8,0.0,0.0,0.8,0.851,5.8,2100.07,0.0,0.0
2024-12-20,9,4,51,12,1,221.2,222.8,772,16.6,16.0,0.2,0.0,0.8,0.749,7.8,1948.96,0.0,35.6
2024-12-21,9,5,51,12,1,272.7,272.6,917,22.5,23.2,0.0,1.7,1.0,0.903,2.9,2745.28,307.36,0.0
2024-12-22,9,6,51,12,1,280.9,285.0,978,20.8,20.5,0.8,0.0,1.1,0.729,9.5,2522.58,0.0,139.91
2024-12-23,9,0,52,12,1,158.7,158.9,682,13.8,13.3,0.0,0.0,0.5,0.937,3.7,1638.44,0.0,0.0
2024-12-24,9,1,52,12,1,201.2,200.1,531,15.5,14.8,0.0,0.0,0.7,0.86,4.4,1836.95,0.0,0.0
2024-12-25,9,2,52,12,1,209.3,201.6,667,16.7,15.8,0.0,0.0,0.9,0.819,4.2,1854.33,0.0,0.0
2024-12-26,9,3,52,12,1,216.5,209.0,564,16.1,15.5,0.0,0.0,0.6,0.794,6.3,1935.32,0.0,0.0
2024-12-27,9,4,52,12,1,263.9,258.9,1047,17.2,17.6,1.2,0.0,0.8,0.553,10.5,2122.69,0.0,205.3
2024-12-28,9,5,52,12,1,329.5,313.8,1027,22.2,21.9,0.7,0.0,1.0,0.679,8.8,2646.54,0.0,117.24
2024-12-29,9,6,52,12,1,245.2,241.0,704,19.2,18.5,0.0,0.0,0.7,0.852,4.5,2271.65,0.0,0.0
2024-12-30,9,0,1,12,1,163.5,156.5,648,12.9,12.3,0.0,0.0,0.6,0.837,5.6,1436.48,0.0,0.0
2024-12-31,9,1,1,12,1,155.3,156.6,628,13.6,13.0,0.0,0.0,0.6,0.923,3.9,1536.43,0.0,0.0
2025-01-01,9,2,1,1,1,162.2,168.8,577,14.7,14.0,0.0,0.0,0.7,0.926,1.8,1710.79,0.0,0.0
2025-01-02,9,3,1,1,1,142.6,142.1,387,11.0,10.5,0.0,0.0,0.5,0.81,5.3,1287.16,0.0,0.0
2025-01-03,9,4,1,1,1,178.0,178.7,669,13.9,13.1,0.0,0.0,0.8,0.839,5.0,1615.74,0.0,0.0
2025-01-04,9,5,1,1,1,223.8,219.2,1005,15.1,15.1,0.5,0.0,0.5,0.717,6.8,1854.47,0.0,88.65
2025-01-05,9,6,1,1,1,171.3,163.2,517,12.2,12.0,0.3,0.0,0.5,0.717,7.5,1417.71,0.0,52.8
2025-01-06,9,0,2,1,0,112.5,109.7,398,9.2,8.7,0.0,0.0,0.5,0.925,2.0,1044.21,0.0,0.0
2025-01-07,9,1,2,1,0,123.8,127.9,419,11.0,10.6,0.0,0.0,0.4,0.91,3.5,1303.6,0.0,0.0
2025-01-08,9,2,2,1,0,116.9,116.5,520,9.6,9.3,0.0,0.0,0.3,0.902,2.6,1090.27,0.0,0.0
2025-01-09,9,3,2,1,0,110.5,108.7,367,9.0,8.6,0.0,0.0,0.4,0.896,3.7,999.38,0.0,0.0
2025-01-10,9,4,2,1,0,152.4,149.0,423,11.0,10.8,0.0,0.4,0.6,0.888,3.4,1327.69,73.2,0.0
2025-01-11,9,5,2,1,0,195.6,204.0,517,14.9,14.5,0.4,0.0,0.8,0.708,5.6,1658.96,0.0,65.85
2025-01-12,9,6,2,1,0,159.9,164.8,520,12.1,11.8,0.3,0.0,0.6,0.775,4.5,1427.04,0.0,51.7
2025-01-13,9,0,3,1,0,114.0,116.0,427,9.5,9.1,0.0,0.0,0.4,0.851,4.8,1082.67,0.0,0.0
2025-01-14,9,1,3,1,0,127.1,131.7,517,10.9,10.3,0.0,0.0,0.6,0.847,5.6,1275.77,0.0,0.0
2025-01-15,9,2,3,1,0,119.0,114.9,422,8.9,8.5,0.0,0.0,0.4,0.886,4.6,971.81,0.0,0.0
2025-01-16,9,3,3,1,0,130.2,125.5,350,10.8,11.0,0.0,0.6,0.4,0.911,3.7,1366.88,110.19,0.0
2025-01-17,9,4,3,1,0,151.6,146.9,395,11.8,11.4,0.0,0.0,0.4,0.904,3.0,1368.73,0.0,0.0
2025-01-18,9,5,3,1,0,196.1,202.3,727,15.7,14.9,0.0,0.0,0.8,0.83,6.5,1784.06,0.0,0.0
2025-01-19,9,6,3,1,0,172.3,168.0,576,11.0,11.3,0.7,0.0,0.4,0.561,11.9,1319.61,0.0,119.02
2025-01-20,9,0,4,1,0,112.0,112.9,461,8.8,8.4,0.0,0.0,0.4,0.853,5.3,1047.07,0.0,0.0
2025-01-21,9,1,4,1,0,117.6,119.0,508,10.1,9.8,0.0,0.0,0.3,0.957,1.7,1193.14,0.0,0.0
2025-01-22,9,2,4,1,0,102.2,102.6,441,8.6,8.2,0.0,0.0,0.4,0.953,3.3,985.53,0.0,0.0
2025-01-23,9,3,4,1,0,110.6,106.6,375,8.7,8.4,0.0,0.0,0.3,0.888,4.7,1039.17,0.0,0.0
2025-01-24,9,4,4,1,0,146.2,147.2,517,12.1,11.7,0.0,0.0,0.4,0.87,2.6,1457.08,0.0,0.0
2025-01-25,9,5,4,1,0,198.1,200.0,823,14.6,14.3,0.4,0.0,0.7,0.758,7.0,1710.67,0.0,71.11
2025-01-26,9,6,4,1,0,174.9,182.9,638,13.3,13.2,0.3,0.0,0.4,0.727,5.8,1618.85,0.0,54.87
2025-01-27,9,0,5,1,0,106.9,106.6,392,8.3,7.8,0.0,0.0,0.5,0.861,2.9,947.48,0.0,0.0
2025-01-28,9,1,5,1,0,111.4,111.4,474,9.1,8.7,0.0,0.0,0.4,0.839,4.8,1009.65,0.0,0.0
2025-01-29,9,2,5,1,0,118.5,118.1,510,9.9,9.5,0.0,0.0,0.4,0.925,3.1,1107.03,0.0,0.0
2025-01-30,9,3,5,1,0,125.2,126.6,407,10.0,9.6,0.0,0.0,0.4,0.874,3.1,1156.18,0.0,0.0
2025-01-31,9,4,5,1,0,134.7,135.8,569,9.4,9.0,0.0,0.0,0.4,0.742,5.4,1108.05,0.0,0.0
2025-02-01,9,5,5,2,0,178.7,171.8,660,12.4,12.3,0.4,0.0,0.5,0.726,6.0,1534.83,0.0,71.44
2025-02-02,9,6,5,2,0,160.9,165.6,413,11.0,11.5,0.3,0.8,0.6,0.729,7.9,1332.55,141.83,51.46
2025-02-03,9,0,6,2,0,137.9,143.8,440,11.4,10.9,0.0,0.0,0.5,0.904,2.8,1362.94,0.0,0.0
2025-02-04,9,1,6,2,0,121.4,121.2,388,9.5,9.1,0.0,0.0,0.4,0.851,4.6,1042.16,0.0,0.0
2025-02-05,9,2,6,2,0,129.0,126.7,484,11.1,10.6,0.0,0.0,0.5,0.918,3.3,1230.68,0.0,0.0
2025-02-06,9,3,6,2,0,123.7,124.0,401,10.1,9.5,0.0,0.0,0.6,0.858,4.2,1157.51,0.0,0.0
2025-02-07,9,4,6,2,0,116.0,112.4,300,8.0,7.7,0.0,0.0,0.3,0.742,8.2,948.87,0.0,0.0
2025-02-08,9,5,6,2,0,145.8,140.8,466,10.2,10.0,0.3,0.0,0.5,0.696,6.4,1252.66,0.0,52.69
2025-02-09,9,6,6,2,0,176.4,184.1,662,14.0,13.5,0.0,0.0,0.5,0.843,5.7,1693.94,0.0,0.0
2025-02-10,9,0,7,2,0,112.1,107.3,397,9.1,8.7,0.0,0.0,0.4,0.928,3.1,1026.72,0.0,0.0
2025-02-11,9,1,7,2,0,99.1,103.9,305,8.9,8.4,0.0,0.0,0.5,0.925,1.8,959.81,0.0,0.0
2025-02-12,9,2,7,2,0,117.8,116.3,444,10.0,9.9,0.0,0.3,0.4,0.9,2.7,1131.15,52.51,0.0
2025-02-13,9,3,7,2,0,138.5,136.6,406,11.0,10.7,0.0,0.0,0.3,0.902,2.6,1236.3,0.0,0.0
2025-02-14,9,4,7,2,0,126.5,128.8,328,10.5,10.1,0.0,0.0,0.4,0.874,2.3,1159.63,0.0,0.0
2025-02-15,9,5,7,2,0,152.8,155.6,428,10.5,11.3,0.6,0.7,0.5,0.718,7.2,1319.79,124.8,101.87
2025-02-16,9,6,7,2,0,166.7,163.3,612,13.3,12.8,0.0,0.0,0.5,0.884,3.7,1538.51,0.0,0.0
2025-02-17,9,0,8,2,0,130.6,136.0,555,10.5,10.1,0.0,0.0,0.4,0.885,5.3,1226.34,0.0,0.0
2025-02-18,9,1,8,2,0,102.6,102.5,460,8.8,9.1,0.0,0.6,0.3,0.966,1.7,1125.42,118.61,0.0
2025-02-19,9,2,8,2,0,110.9,107.7,278,8.6,8.3,0.0,0.0,0.3,0.833,6.9,977.61,0.0,0.0
2025-02-20,9,3,8,2,0,136.5,130.9,535,11.2,10.6,0.0,0.0,0.6,0.944,3.8,1307.5,0.0,0.0
2025-02-21,9,4,8,2,0,166.0,166.6,713,12.6,11.9,0.0,0.0,0.7,0.888,5.3,1446.04,0.0,0.0
2025-02-22,9,5,8,2,0,175.1,178.7,744,13.6,13.0,0.0,0.0,0.6,0.845,4.8,1496.85,0.0,0.0
2025-02-23,9,6,8,2,0,158.0,156.5,575,12.0,11.4,0.0,0.0,0.6,0.851,4.8,1396.09,0.0,0.0
2025-02-24,9,0,9,2,0,117.1,112.8,337,9.0,8.5,0.0,0.0,0.5,0.834,5.9,1021.49,0.0,0.0
2025-02-25,9,1,9,2,0,118.6,113.0,415,9.2,8.9,0.0,0.0,0.3,0.861,5.3,1020.15,0.0,0.0
2025-02-26,9,2,9,2,0,107.8,109.0,302,9.4,9.6,0.0,0.6,0.4,0.935,2.5,1144.2,111.42,0.0
2025-02-27,9,3,9,2,0,139.6,145.7,446,12.3,11.6,0.0,0.0,0.7,0.949,2.4,1333.46,0.0,0.0
2025-02-28,9,4,9,2,0,128.0,123.5,512,9.7,9.2,0.0,0.0,0.5,0.842,3.8,1061.28,0.0,0.0
2025-03-01,9,5,9,3,0,194.4,188.7,731,15.5,14.9,0.0,0.0,0.6,0.861,3.6,1865.85,0.0,0.0
2025-03-02,9,6,9,3,0,198.3,202.0,715,15.6,15.1,0.0,0.0,0.5,0.838,3.3,1762.95,0.0,0.0
2025-03-03,9,0,10,3,0,117.1,116.2,477,9.3,9.0,0.0,0.0,0.3,0.858,5.9,1068.31,0.0,0.0
2025-03-04,9,1,10,3,0,133.5,132.9,385,11.3,10.7,0.0,0.0,0.6,0.909,3.6,1278.47,0.0,0.0
